country,age,gender,smoker,state,simulated_deaths,simulated_population,simulated_rates
Switzerland (population),23,F,Yes,Glarus,0.18,826.0227831514941,2.1791166499458123e-4
Switzerland (population),23,F,Yes,Graubünden,1.32,4405.939570176514,2.995955752400656e-4
Switzerland (population),23,F,Yes,Jura,0.36,1506.5238589363792,2.3896070272273257e-4
Switzerland (population),23,F,Yes,Lucerne,2.18,8741.952384973227,2.4937221160655827e-4
Switzerland (population),23,F,Yes,Neuchâtel,0.88,3768.966391579499,2.3348576468234557e-4
Switzerland (population),23,F,Yes,Nidwalden,0.26,912.0157224540874,2.8508280460383064e-4
Switzerland (population),23,F,Yes,Obwalden,0.2,825.5469237730438,2.422636366760701e-4
Switzerland (population),23,F,Yes,Sankt Gallen,2.76,10823.761579311511,2.5499453030039494e-4
Switzerland (population),23,F,Yes,Schaffhausen,0.46,1631.9522433803397,2.8187099338592184e-4
Switzerland (population),23,F,Yes,Schwyz,0.9,3418.7019676877508,2.632578120311311e-4
Switzerland (population),23,F,Yes,Solothurn,1.48,5672.213307170578,2.609210761042863e-4
Switzerland (population),23,F,Yes,Thurgau,1.56,5691.583861537605,2.7408890705135977e-4
Switzerland (population),23,F,Yes,Ticino,2.14,7546.739139376171,2.8356618142983764e-4
Switzerland (population),23,F,Yes,Uri,0.28,764.033169397853,3.664762358690168e-4
Switzerland (population),23,F,Yes,Valais,2.02,7686.111387059133,2.628116999970897e-4
Switzerland (population),23,F,Yes,Vaud,4.84,17569.265360008467,2.754810688338119e-4
Switzerland (population),23,F,Yes,Zug,0.7,2688.875899350989,2.6033183612860606e-4
Switzerland (population),23,F,Yes,Zürich,8.62,33048.80410662524,2.608263818620887e-4
Switzerland (population),23,M,No,Aargau,7.94,43791.30953108608,1.813145138846246e-4
Switzerland (population),23,M,No,Appenzell Ausserrhoden,0.78,3410.9614840928857,2.2867452583019533e-4
Switzerland (population),23,M,No,Appenzell Innerrhoden,0.2,1154.7921945443977,1.7319133342333197e-4
Switzerland (population),23,M,No,Basel-Landschaft,3.7,18455.314996964815,2.0048425077591508e-4
Switzerland (population),23,M,No,Basel-Stadt,2.1,11427.98204758112,1.8375947662995255e-4
Switzerland (population),23,M,No,Bern,12.06,66824.47167650351,1.8047280730302395e-4
Switzerland (population),23,M,No,Fribourg,4.16,21780.272167068408,1.9099853151926567e-4
Switzerland (population),23,M,No,Genève,5.24,33514.25356487899,1.5635138613056323e-4
Switzerland (population),23,M,No,Glarus,0.56,2556.2847937067613,2.1906792286158677e-4
Switzerland (population),23,M,No,Graubünden,2.38,13635.018978850005,1.74550545451513e-4
Switzerland (population),23,M,No,Jura,0.9,4662.2249537264825,1.9304087832154829e-4
Switzerland (population),23,M,No,Lucerne,3.9,27053.636297725636,1.4415807017882724e-4
Switzerland (population),23,M,No,Neuchâtel,1.94,11663.784185259596,1.663268086228588e-4
Switzerland (population),23,M,No,Nidwalden,0.6,2822.40631915269,2.125845580519126e-4
Switzerland (population),23,M,No,Obwalden,0.5,2554.812156247011,1.9570910478776418e-4
Switzerland (population),23,M,No,Sankt Gallen,5.52,33496.191267677204,1.647948555072478e-4
Switzerland (population),23,M,No,Schaffhausen,1.1,5050.3869734591735,2.1780509212080722e-4
Switzerland (population),23,M,No,Schwyz,1.48,10579.824228180882,1.398889025072654e-4
Switzerland (population),23,M,No,Solothurn,2.68,17553.74418180182,1.526739806757802e-4
Switzerland (population),23,M,No,Thurgau,2.72,17613.690050831217,1.5442533575590195e-4
Switzerland (population),23,M,No,Ticino,4.34,23354.821316739435,1.85828867673217e-4
Switzerland (population),23,M,No,Uri,0.38,2364.4461298849105,1.607141711528427e-4
Switzerland (population),23,M,No,Valais,4.1,23786.13527645542,1.7236932155424015e-4
Switzerland (population),23,M,No,Vaud,8.6,54371.4371957603,1.5817128337138379e-4
Switzerland (population),23,M,No,Zug,1.74,8321.238486245125,2.0910348896695995e-4
Switzerland (population),23,M,No,Zürich,17.76,102275.81746067347,1.736480865267e-4
Switzerland (population),23,M,Yes,Aargau,13.12,19674.35645599519,6.66857898470273e-4
Switzerland (population),23,M,Yes,Appenzell Ausserrhoden,0.98,1532.4609566214415,6.394942695052857e-4
Switzerland (population),23,M,Yes,Appenzell Innerrhoden,0.36,518.8196816069031,6.938826971347689e-4
Switzerland (population),23,M,Yes,Basel-Landschaft,4.72,8291.518331969695,5.692564149319969e-4
Switzerland (population),23,M,Yes,Basel-Stadt,3.46,5134.310775000213,6.7389765669178e-4
Switzerland (population),23,M,Yes,Bern,20.24,30022.588724226218,6.741590535684777e-4
Switzerland (population),23,M,Yes,Fribourg,6.3,9785.339669262616,6.438202671481452e-4
Switzerland (population),23,M,Yes,Genève,10.42,15057.128413206505,6.920310243791698e-4
Switzerland (population),23,M,Yes,Glarus,0.66,1148.4757768827476,5.746747239122502e-4
Switzerland (population),23,M,Yes,Graubünden,4.14,6125.878091947103,6.758214802613066e-4
Switzerland (population),23,M,Yes,Jura,1.36,2094.622805297405,6.492815778384979e-4
Switzerland (population),23,M,Yes,Lucerne,7.64,12154.532249702821,6.285721114596408e-4
Switzerland (population),23,M,Yes,Neuchâtel,3.5,5240.250865841267,6.679069551450018e-4
Switzerland (population),23,M,Yes,Nidwalden,0.68,1268.03762164831,5.362616916019215e-4
Switzerland (population),23,M,Yes,Obwalden,0.68,1147.8141571544543,5.92430399783348e-4
Switzerland (population),23,M,Yes,Sankt Gallen,9.68,15049.013468086858,6.432315327863544e-4
Switzerland (population),23,M,Yes,Schaffhausen,1.72,2269.014437351222,7.580383675336483e-4
Switzerland (population),23,M,Yes,Schwyz,3.08,4753.254363385612,6.479771046391468e-4
Switzerland (population),23,M,Yes,Solothurn,5.1,7886.464777331251,6.466775854574754e-4
Switzerland (population),23,M,Yes,Thurgau,4.98,7913.396979358951,6.293125459255578e-4
Switzerland (population),23,M,Yes,Ticino,7.4,10492.74580896989,7.052491440013722e-4
Switzerland (population),23,M,Yes,Uri,0.62,1062.2873916874235,5.836462005024287e-4
Switzerland (population),23,M,Yes,Valais,7.06,10686.524544494463,6.606450928554883e-4
Switzerland (population),23,M,Yes,Vaud,16.32,24427.747145921294,6.680927186003296e-4
Switzerland (population),23,M,Yes,Zug,2.58,3738.5274358492593,6.901112922858399e-4
Switzerland (population),23,M,Yes,Zürich,30.38,45950.00494609967,6.611533564715909e-4
Switzerland (population),24,F,No,Aargau,3.14,48016.53321467287,6.539414217935418e-5
Switzerland (population),24,F,No,Appenzell Ausserrhoden,0.36,3740.0695971115415,9.625489329878466e-5
Switzerland (population),24,F,No,Appenzell Innerrhoden,0.1,1266.2128253101096,7.897566507076636e-5
Switzerland (population),24,F,No,Basel-Landschaft,1.54,20235.984149091353,7.610205605291255e-5
Switzerland (population),24,F,No,Basel-Stadt,0.72,12530.615901651363,5.745926661953734e-5
Switzerland (population),24,F,No,Bern,5.36,73272.0600997341,7.315203083827927e-5
Switzerland (population),24,F,No,Fribourg,1.6,23881.751268302796,6.69967617543865e-5
Switzerland (population),24,F,No,Genève,2.26,36747.891001538395,6.150012799116521e-5
Switzerland (population),24,F,No,Glarus,0.26,2802.929051848787,9.2760107441359e-5
Switzerland (population),24,F,No,Graubünden,1.24,14950.599758061375,8.293981646665318e-5
Switzerland (population),24,F,No,Jura,0.4,5112.061770748609,7.824631585807777e-5
Switzerland (population),24,F,No,Lucerne,2.06,29663.918247187554,6.944463583111814e-5
Switzerland (population),24,F,No,Neuchâtel,0.74,12789.169511880624,5.786145842484688e-5
Switzerland (population),24,F,No,Nidwalden,0.3,3094.7274292561356,9.69390703568713e-5
Switzerland (population),24,F,No,Obwalden,0.1,2801.314326318621,3.569752921351605e-5
Switzerland (population),24,F,No,Sankt Gallen,2.14,36728.08595567861,5.8266036585256086e-5
Switzerland (population),24,F,No,Schaffhausen,0.3,5537.675772995756,5.417435261611693e-5
Switzerland (population),24,F,No,Schwyz,0.84,11600.623203497264,7.240990292200538e-5
Switzerland (population),24,F,No,Solothurn,1.28,19247.424878879923,6.650240268788039e-5
Switzerland (population),24,F,No,Thurgau,1.32,19313.15465134287,6.834719774318271e-5
Switzerland (population),24,F,No,Ticino,1.32,25608.221482436147,5.154594593401754e-5
Switzerland (population),24,F,No,Uri,0.18,2592.5807505101066,6.942888855615543e-5
Switzerland (population),24,F,No,Valais,1.4,26081.150958499264,5.367861265891608e-5
Switzerland (population),24,F,No,Vaud,4.34,59617.48913186646,7.279743013665772e-5
Switzerland (population),24,F,No,Zug,0.64,9124.116826841413,7.014377524378491e-5
Switzerland (population),24,F,No,Zürich,7.78,112143.94451191579,6.93751234974024e-5
Switzerland (population),24,F,Yes,Aargau,3.6,14586.508786204402,2.468034025664044e-4
Switzerland (population),24,F,Yes,Appenzell Ausserrhoden,0.36,1136.161950621889,3.168562367389179e-4
Switzerland (population),24,F,Yes,Appenzell Innerrhoden,0.1,384.65135371219753,2.599756871642824e-4
Switzerland (population),24,F,Yes,Basel-Landschaft,1.48,6147.306788446265,2.4075583843995374e-4
Switzerland (population),24,F,Yes,Basel-Stadt,0.94,3806.5625881157325,2.469419530719721e-4
Switzerland (population),24,F,Yes,Bern,5.94,22258.657109827956,2.6686246033132377e-4
Switzerland (population),24,F,Yes,Fribourg,1.86,7254.821441348828,2.5638122385741115e-4
Switzerland (population),24,F,Yes,Genève,3.1,11163.309782735912,2.7769542011582966e-4
Switzerland (population),24,F,Yes,Glarus,0.18,851.4764916307266,2.1139749807451343e-4
Switzerland (population),24,F,Yes,Graubünden,1.24,4541.7076188113415,2.73025061072631e-4
Switzerland (population),24,F,Yes,Jura,0.34,1552.947056824545,2.1893856490847125e-4
Switzerland (population),24,F,Yes,Lucerne,2.28,9011.333704817076,2.5301471177137836e-4
Switzerland (population),24,F,Yes,Neuchâtel,0.84,3885.106253283162,2.1621030294606395e-4
Switzerland (population),24,F,Yes,Nidwalden,0.16,940.1192842459967,1.701911690156688e-4
Switzerland (population),24,F,Yes,Obwalden,0.06,850.985968751289,7.050645040369136e-5
Switzerland (population),24,F,Yes,Sankt Gallen,3.3,11157.293386796762,2.957706574163524e-4
Switzerland (population),24,F,Yes,Schaffhausen,0.46,1682.2404890586845,2.7344485107322434e-4
Switzerland (population),24,F,Yes,Schwyz,0.9,3524.0485090154652,2.553880849533023e-4
Switzerland (population),24,F,Yes,Solothurn,1.98,5847.001299581514,3.386351222705755e-4
Switzerland (population),24,F,Yes,Thurgau,1.4,5866.968753276254,2.3862407639689694e-4
Switzerland (population),24,F,Yes,Ticino,1.84,7779.290228693117,2.3652543431447616e-4
Switzerland (population),24,F,Yes,Uri,0.2,787.5766817064598,2.539435265740164e-4
Switzerland (population),24,F,Yes,Valais,2.22,7922.957201212944,2.801984087027676e-4
Switzerland (population),24,F,Yes,Vaud,4.76,18110.658367307537,2.628286561129393e-4
Switzerland (population),24,F,Yes,Zug,0.94,2771.733012586765,3.391380034553651e-4
Switzerland (population),24,F,Yes,Zürich,9,34067.1956600735,2.641837646339623e-4
Switzerland (population),24,M,No,Aargau,8.44,45079.62071010044,1.872242904232988e-4
Switzerland (population),24,M,No,Appenzell Ausserrhoden,0.52,3511.3097006271473,1.480928896437486e-4
Switzerland (population),24,M,No,Appenzell Innerrhoden,0.3,1188.7654122809895,2.523626586883643e-4
Switzerland (population),24,M,No,Basel-Landschaft,3.36,18998.25808036229,1.768583196305293e-4
Switzerland (population),24,M,No,Basel-Stadt,2.06,11764.185672983622,1.751077428785213e-4
Switzerland (population),24,M,No,Bern,11.38,68790.40315501881,1.654300524210511e-4
Switzerland (population),24,M,No,Fribourg,4.04,22421.033277326846,1.8018794896867797e-4
Switzerland (population),24,M,No,Genève,6,34500.22059775126,1.7391193146142037e-4
Switzerland (population),24,M,No,Glarus,0.42,2631.48899088061,1.5960545586757324e-4
Switzerland (population),24,M,No,Graubünden,2.84,14036.15216177197,2.0233465463097893e-4
Switzerland (population),24,M,No,Jura,0.82,4799.3845086994115,1.7085524164893643e-4
Switzerland (population),24,M,No,Lucerne,4.64,27849.536270769542,1.666095964718118e-4
Switzerland (population),24,M,No,Neuchâtel,1.88,12006.924952603264,1.565763097063741e-4
Switzerland (population),24,M,No,Nidwalden,0.44,2905.4396344753113,1.514400763240978e-4
Switzerland (population),24,M,No,Obwalden,0.42,2629.973029406978,1.596974551844374e-4
Switzerland (population),24,M,No,Sankt Gallen,5.74,34481.626919788,1.664654632843319e-4
Switzerland (population),24,M,No,Schaffhausen,0.8,5198.965996692932,1.5387675174426626e-4
Switzerland (population),24,M,No,Schwyz,2,10891.075615068426,1.836365911584422e-4
Switzerland (population),24,M,No,Solothurn,3.52,18070.163651900566,1.947962435652749e-4
Switzerland (population),24,M,No,Thurgau,2.7,18131.87308849698,1.489090502024804e-4
Switzerland (population),24,M,No,Ticino,4.32,24041.90461496508,1.796862631802882e-4
Switzerland (population),24,M,No,Uri,0.52,2434.0065612564736,2.1363952270184825e-4
Switzerland (population),24,M,No,Valais,4.26,24485.907544294372,1.7397762334492891e-4
Switzerland (population),24,M,No,Vaud,9.48,55971.00868856188,1.6937339923154385e-4
Switzerland (population),24,M,No,Zug,1.12,8566.043783914156,1.307488063630033e-4
Switzerland (population),24,M,No,Zürich,19.42,105284.70393582861,1.844522449513327e-4
Switzerland (population),24,M,Yes,Aargau,14.24,20253.162927726276,7.0310005655984e-4
Switzerland (population),24,M,Yes,Appenzell Ausserrhoden,1.06,1577.5449379629213,6.71930145691301e-4
Switzerland (population),24,M,Yes,Appenzell Innerrhoden,0.28,534.0830113146474,5.242630715977634e-4
Switzerland (population),24,M,Yes,Basel-Landschaft,5.86,8535.449282481606,6.865485115150562e-4
Switzerland (population),24,M,Yes,Basel-Stadt,3.64,5285.358780615828,6.886949687029349e-4
Switzerland (population),24,M,Yes,Bern,20.84,30905.833301530183,6.743063614132736e-4
Switzerland (population),24,M,Yes,Fribourg,6.46,10073.217849233799,6.413045063342265e-4
Switzerland (population),24,M,Yes,Genève,9.92,15500.09910913462,6.399959077780271e-4
Switzerland (population),24,M,Yes,Glarus,0.76,1182.2631698159262,6.428348775495806e-4
Switzerland (population),24,M,Yes,Graubünden,3.86,6306.097348042478,6.121059963018507e-4
Switzerland (population),24,M,Yes,Jura,1.72,2156.245214053359,7.976829299329572e-4
Switzerland (population),24,M,Yes,Lucerne,8.34,12512.110498461676,6.665542156956954e-4
Switzerland (population),24,M,Yes,Neuchâtel,3.54,5394.415558415957,6.56234203995864e-4
Switzerland (population),24,M,Yes,Nidwalden,0.88,1305.342444474415,6.741525978298549e-4
Switzerland (population),24,M,Yes,Obwalden,0.74,1181.5820856755986,6.262789601933469e-4
Switzerland (population),24,M,Yes,Sankt Gallen,10.3,15491.74542773084,6.648702076889664e-4
Switzerland (population),24,M,Yes,Schaffhausen,1.62,2335.7673318475486,6.935622302408906e-4
Switzerland (population),24,M,Yes,Schwyz,3,4893.091943001757,6.131092640289925e-4
Switzerland (population),24,M,Yes,Solothurn,4.94,8118.479321868368,6.084883392747399e-4
Switzerland (population),24,M,Yes,Thurgau,5.46,8146.203851353716,6.702508431694439e-4
Switzerland (population),24,M,Yes,Ticino,7.2,10801.435406723438,6.66578073088166e-4
Switzerland (population),24,M,Yes,Uri,0.58,1093.5391796949373,5.303879465588069e-4
Switzerland (population),24,M,Yes,Valais,6.72,11000.914983668485,6.108582795136806e-4
Switzerland (population),24,M,Yes,Vaud,16.38,25146.39520790461,6.513856107236814e-4
Switzerland (population),24,M,Yes,Zug,2.2,3848.512424657084,5.716494471746516e-4
Switzerland (population),24,M,Yes,Zürich,31.08,47301.82350740126,6.570571215956811e-4
Switzerland (population),25,F,No,Aargau,3.6,50110.37338316999,7.184141240522251e-5
Switzerland (population),25,F,No,Appenzell Ausserrhoden,0.38,3903.161503817833,9.735697578189049e-5
Switzerland (population),25,F,No,Appenzell Innerrhoden,0.08,1321.4281250829463,6.054056098963263e-5
Switzerland (population),25,F,No,Basel-Landschaft,1.74,21118.4076316657,8.239257572578442e-5
Switzerland (population),25,F,No,Basel-Stadt,0.72,13077.034086270922,5.5058356141772276e-5
Switzerland (population),25,F,No,Bern,5.94,76467.20919513935,7.768035557360942e-5
Switzerland (population),25,F,No,Fribourg,1.66,24923.154442415107,6.660473110799141e-5
Switzerland (population),25,F,No,Genève,2.76,38350.34343063343,7.19680647708456e-5
Switzerland (population),25,F,No,Glarus,0.2,2925.155398594185,6.837243590412974e-5
Switzerland (population),25,F,No,Graubünden,0.94,15602.545332236776,6.024658028442606e-5
Switzerland (population),25,F,No,Jura,0.18,5334.981660270351,3.37395724038681e-5
Switzerland (population),25,F,No,Lucerne,2.5,30957.462354240997,8.075597319292271e-5
Switzerland (population),25,F,No,Neuchâtel,1.06,13346.862353343646,7.941941498590863e-5
Switzerland (population),25,F,No,Nidwalden,0.28,3229.6781257788534,8.669594587927445e-5
Switzerland (population),25,F,No,Obwalden,0.28,2923.4702602926295,9.57765857252035e-5
Switzerland (population),25,F,No,Sankt Gallen,2.96,38329.67475306632,7.722476173015803e-5
Switzerland (population),25,F,No,Schaffhausen,0.28,5779.155263440698,4.844998745254306e-5
Switzerland (population),25,F,No,Schwyz,0.96,12106.487521824598,7.929632754912517e-5
Switzerland (population),25,F,No,Solothurn,1.52,20086.740603139966,7.567180908197685e-5
Switzerland (population),25,F,No,Thurgau,1.78,20155.336630799502,8.831407942251733e-5
Switzerland (population),25,F,No,Ticino,1.76,26724.910239285222,6.585616132071516e-5
Switzerland (population),25,F,No,Uri,0.28,2705.634512455412,1.0348773964518032e-4
Switzerland (population),25,F,No,Valais,2.12,27218.462585588066,7.788830810460696e-5
Switzerland (population),25,F,No,Vaud,4.3,62217.208127220685,6.911271221311367e-5
Switzerland (population),25,F,No,Zug,0.78,9521.988997843193,8.19156586062719e-5
Switzerland (population),25,F,No,Zürich,7.7,117034.16627413598,6.579275304925777e-5
Switzerland (population),25,F,Yes,Aargau,4.8,15222.577572723081,3.153211062363701e-4
Switzerland (population),25,F,Yes,Appenzell Ausserrhoden,0.28,1185.706167391858,2.3614619515381527e-4
Switzerland (population),25,F,Yes,Appenzell Innerrhoden,0.16,401.4247107487959,3.985803457429032e-4
Switzerland (population),25,F,Yes,Basel-Landschaft,1.6,6415.370245343035,2.494010382583066e-4
Switzerland (population),25,F,Yes,Basel-Stadt,0.98,3972.554031422588,2.46692679885101e-4
Switzerland (population),25,F,Yes,Bern,5.54,23229.28258470335,2.3849208342095464e-4
Switzerland (population),25,F,Yes,Fribourg,1.94,7571.179902324274,2.562348306377504e-4
Switzerland (population),25,F,Yes,Genève,3.28,11650.104327689165,2.8154254311734545e-4
Switzerland (population),25,F,Yes,Glarus,0.22,888.6065291687681,2.475786445163702e-4
Switzerland (population),25,F,Yes,Graubünden,1.34,4739.756274330076,2.827149588381309e-4
Switzerland (population),25,F,Yes,Jura,0.62,1620.665875936104,3.8255880450489843e-4
Switzerland (population),25,F,Yes,Lucerne,2.22,9404.287781666428,2.3606253355281935e-4
Switzerland (population),25,F,Yes,Neuchâtel,1.12,4054.522722723687,2.7623473256739405e-4
Switzerland (population),25,F,Yes,Nidwalden,0.38,981.1147370358186,3.8731453687880637e-4
Switzerland (population),25,F,Yes,Obwalden,0.3,888.0946162297037,3.378018451160227e-4
Switzerland (population),25,F,Yes,Sankt Gallen,3.34,11643.825576876729,2.868473061493508e-4
Switzerland (population),25,F,Yes,Schaffhausen,0.42,1755.5973616449578,2.392348092882008e-4
Switzerland (population),25,F,Yes,Schwyz,0.94,3677.720459693782,2.555931072799011e-4
Switzerland (population),25,F,Yes,Solothurn,1.82,6101.969440067291,2.9826435839703743e-4
Switzerland (population),25,F,Yes,Thurgau,1.66,6122.807607531009,2.711174523854403e-4
Switzerland (population),25,F,Yes,Ticino,2.38,8118.519016627714,2.931569163200173e-4
Switzerland (population),25,F,Yes,Uri,0.26,821.9202625842385,3.1633238871921915e-4
Switzerland (population),25,F,Yes,Valais,1.86,8268.450824565865,2.249514497291165e-4
Switzerland (population),25,F,Yes,Vaud,5.58,18900.40351191971,2.9523179208745055e-4
Switzerland (population),25,F,Yes,Zug,0.78,2892.599004559927,2.6965369163523835e-4
Switzerland (population),25,F,Yes,Zürich,9.62,35552.7519450765,2.7058383595344207e-4
Switzerland (population),25,M,No,Aargau,8.2,46745.928977977674,1.7541634489418482e-4
Switzerland (population),25,M,No,Appenzell Ausserrhoden,0.7,3641.100597113586,1.9224956337512668e-4
Switzerland (population),25,M,No,Appenzell Innerrhoden,0.22,1232.706545854158,1.7846907744580783e-4
Switzerland (population),25,M,No,Basel-Landschaft,3.46,19700.503441257268,1.7563002947193647e-4
Switzerland (population),25,M,No,Basel-Stadt,2.1,12199.033161559393,1.7214478985247373e-4
Switzerland (population),25,M,No,Bern,11.88,71333.1489838925,1.6654248647683537e-4
Switzerland (population),25,M,No,Fribourg,4.22,23249.796974444413,1.8150696131405004e-4
Switzerland (population),25,M,No,Genève,5.96,35775.47540069907,1.6659457165126975e-4
Switzerland (population),25,M,No,Glarus,0.52,2728.758484129692,1.9056285230968265e-4
Switzerland (population),25,M,No,Graubünden,2.48,14554.979872119213,1.7038841838253334e-4
Switzerland (population),25,M,No,Jura,0.94,4976.787378590372,1.8887686543407167e-4
Switzerland (population),25,M,No,Lucerne,5.26,28878.957366456194,1.821395396396704e-4
Switzerland (population),25,M,No,Neuchâtel,1.96,12450.744976045065,1.5742029924883957e-4
Switzerland (population),25,M,No,Nidwalden,0.6,3012.835349179267,1.9914795548434046e-4
Switzerland (population),25,M,No,Obwalden,0.38,2727.186487154929,1.393377393844547e-4
Switzerland (population),25,M,No,Sankt Gallen,6.06,35756.19443214127,1.6948112337572093e-4
Switzerland (population),25,M,No,Schaffhausen,0.84,5391.13886523619,1.558112341376684e-4
Switzerland (population),25,M,No,Schwyz,1.92,11293.64975073321,1.7000704310626857e-4
Switzerland (population),25,M,No,Solothurn,3.48,18738.103235702572,1.8571783687099105e-4
Switzerland (population),25,M,No,Thurgau,3.12,18802.093679609763,1.6593896686003298e-4
Switzerland (population),25,M,No,Ticino,4.54,24930.581666909664,1.8210565885135114e-4
Switzerland (population),25,M,No,Uri,0.52,2523.9763789523977,2.0602411509723848e-4
Switzerland (population),25,M,No,Valais,4.4,25390.996574433295,1.7328977171500424e-4
Switzerland (population),25,M,No,Vaud,9.62,58039.90263820158,1.6574803820687602e-4
Switzerland (population),25,M,No,Zug,1.7,8882.676207951754,1.9138376320395012e-4
Switzerland (population),25,M,No,Zürich,17.84,109176.41309144649,1.634052584696766e-4
Switzerland (population),25,M,Yes,Aargau,12.8,21001.794178511707,6.094717380430529e-4
Switzerland (population),25,M,Yes,Appenzell Ausserrhoden,0.94,1635.856790007553,5.74622427673305e-4
Switzerland (population),25,M,Yes,Appenzell Innerrhoden,0.34,553.8246800214333,6.139126916244358e-4
Switzerland (population),25,M,Yes,Basel-Landschaft,5.94,8850.950821434422,6.711143378647017e-4
Switzerland (population),25,M,Yes,Basel-Stadt,3.1,5480.725043599146,5.656185952295567e-4
Switzerland (population),25,M,Yes,Bern,20.3,32048.22635508213,6.334203888565857e-4
Switzerland (population),25,M,Yes,Fribourg,6.56,10445.560959532995,6.280179710227154e-4
Switzerland (population),25,M,Yes,Genève,10.1,16073.039672777837,6.283814515250592e-4
Switzerland (population),25,M,Yes,Glarus,0.66,1225.9639566379772,5.383518792917464e-4
Switzerland (population),25,M,Yes,Graubünden,4.42,6539.1938555897905,6.759242955034472e-4
Switzerland (population),25,M,Yes,Jura,1.52,2235.9479527000217,6.798011546577022e-4
Switzerland (population),25,M,Yes,Lucerne,8,12974.604034204956,6.165891443707719e-4
Switzerland (population),25,M,Yes,Neuchâtel,3.56,5593.812960252129,6.364174178322081e-4
Switzerland (population),25,M,Yes,Nidwalden,0.92,1353.5926931095253,6.796726996852654e-4
Switzerland (population),25,M,Yes,Obwalden,0.7,1225.2576971275766,5.71308388138299e-4
Switzerland (population),25,M,Yes,Sankt Gallen,10.52,16064.377208643173,6.548651007982984e-4
Switzerland (population),25,M,Yes,Schaffhausen,1.42,2422.1058669901718,5.862666943474944e-4
Switzerland (population),25,M,Yes,Schwyz,3.28,5073.958583662744,6.464380711661747e-4
Switzerland (population),25,M,Yes,Solothurn,4.94,8418.568120388109,5.867981263982763e-4
Switzerland (population),25,M,Yes,Thurgau,5.1,8447.317450259456,6.037419606911252e-4
Switzerland (population),25,M,Yes,Ticino,7.1,11200.69611122028,6.338891734494595e-4
Switzerland (population),25,M,Yes,Uri,0.8,1133.9604021380333,7.054920070327276e-4
Switzerland (population),25,M,Yes,Valais,8.12,11407.549185614957,7.118093350182007e-4
Switzerland (population),25,M,Yes,Vaud,16.54,26075.898286728247,6.343022134128473e-4
Switzerland (population),25,M,Yes,Zug,2.48,3990.7675716884673,6.214343369916501e-4
Switzerland (population),25,M,Yes,Zürich,29.9,49050.27254833103,6.095786719745224e-4
Switzerland (population),26,F,No,Aargau,4.18,53577.4463894477,7.801790271257251e-5
Switzerland (population),26,F,No,Appenzell Ausserrhoden,0.32,4173.216284402928,7.667946691284014e-5
Switzerland (population),26,F,No,Appenzell Innerrhoden,0.2,1412.8560565249816,1.4155723725452543e-4
Switzerland (population),26,F,No,Basel-Landschaft,1.42,22579.56339826609,6.288872707383896e-5
Switzerland (population),26,F,No,Basel-Stadt,0.86,13981.817443920198,6.150845578190261e-5
Switzerland (population),26,F,No,Bern,5.98,81757.8781518169,7.314279840892748e-5
Switzerland (population),26,F,No,Fribourg,1.84,26647.55580214653,6.904948482561329e-5
Switzerland (population),26,F,No,Genève,2.9,41003.75492036873,7.072523005836758e-5
Switzerland (population),26,F,No,Glarus,0.24,3127.543180542736,7.673754961821239e-5
Switzerland (population),26,F,No,Graubünden,1.04,16682.065601163584,6.234239960832306e-5
Switzerland (population),26,F,No,Jura,0.4,5704.102256556356,7.012497006697868e-5
Switzerland (population),26,F,No,Lucerne,2.54,33099.36980423209,7.673862115873986e-5
Switzerland (population),26,F,No,Neuchâtel,0.92,14270.31478563631,6.446949586045711e-5
Switzerland (population),26,F,No,Nidwalden,0.18,3453.135447943095,5.2126539115984956e-5
Switzerland (population),26,F,No,Obwalden,0.22,3125.7414496651786,7.038330058411128e-5
Switzerland (population),26,F,No,Sankt Gallen,2.52,40981.65620328623,6.14909262695422e-5
Switzerland (population),26,F,No,Schaffhausen,0.44,6179.007666450184,7.120884513366825e-5
Switzerland (population),26,F,No,Schwyz,0.98,12944.119996977006,7.571005214946022e-5
Switzerland (population),26,F,No,Solothurn,1.48,21476.51664006407,6.891247890913024e-5
Switzerland (population),26,F,No,Thurgau,1.54,21549.858739640047,7.146218537234473e-5
Switzerland (population),26,F,No,Ticino,2.34,28573.972791210657,8.189270764336218e-5
Switzerland (population),26,F,No,Uri,0.08,2892.833923468743,2.76545429556058e-5
Switzerland (population),26,F,No,Valais,1.86,29101.673396676673,6.391385040464397e-5
Switzerland (population),26,F,No,Vaud,4.76,66521.93763251504,7.155534203311262e-5
Switzerland (population),26,F,No,Zug,0.66,10180.803306969525,6.482789030490163e-5
Switzerland (population),26,F,No,Zürich,8.58,125131.61139989019,6.856780556098177e-5
Switzerland (population),26,F,Yes,Aargau,4,16275.80835559493,2.4576352292972103e-4
Switzerland (population),26,F,Yes,Appenzell Ausserrhoden,0.38,1267.743669186287,2.997451371568722e-4
Switzerland (population),26,F,Yes,Appenzell Innerrhoden,0.18,429.19877597173496,4.193860981836862e-4
Switzerland (population),26,F,Yes,Basel-Landschaft,2.02,6859.241553840937,2.9449320076340953e-4
Switzerland (population),26,F,Yes,Basel-Stadt,1.08,4247.409992742381,2.542726042094862e-4
Switzerland (population),26,F,Yes,Bern,6.52,24836.48710478923,2.6251699656602184e-4
Switzerland (population),26,F,Yes,Fribourg,2,8095.020211082323,2.4706547332172695e-4
